date,period,months,accounts_payable,accumulated_amortization_finitelived_intangible_assets,accumulated_depreciation_fixed_assets,accumulated_other_comprehensive_income_loss,accumulated_other_comprehensive_income_loss_derivatives_adjustment,accumulated_other_comprehensive_income_loss_investment_adjustment,acquisition_divestitures_payments,advertising_expense,annual_debt_cashflow,annual_debt_proceeds,annual_debt_repayments,assets,average_shares_outstanding_basic,average_shares_outstanding_diluted,bad_trade_receivables,cash,cash_cash_equivalents,cash_cash_equivalents_restricted_cash_cash_equivalents,cash_equivalents,cashflow,change_accounts_payable,change_current_deferred_revenue,change_current_trade_receivables,change_inventories,change_other_current_assets,change_other_current_liabilities,commercial_paper,common_stock,common_stock_additional_paid_in_capital,common_stock_dividend_payments,comprehensive_income_loss,current_accrued_liabilities,current_accrued_marketing_expenses,current_accrued_taxes,current_assets,current_debt_cashflow,current_debt_securities,current_deferred_revenue,current_employee_related_liabilities,current_liabilities,current_longterm_debt,current_prepaid_expenses,current_securities,current_tax_assets,current_trade_receivables,debt_proceeds,debt_repayments,debt_securities_payments,debt_securities_proceeds,deferred_tax,depreciation,depreciation_depletion_amortization_accretion,derivatives_adjustment,derivatives_gain_loss_before_reclassification_after_tax,derivatives_gain_loss_reclassification_after_tax,dividend_payments,earnings_per_share_basic,earnings_per_share_diluted,equity,financing_cashflow,finished_goods,finitelived_intangible_assets,fixed_assets,fixed_assets_payments,foreign_currency_transaction_translation_adjustment,foreign_currency_transaction_translation_adjustment_tax,foreign_deferred_tax,furniture_fixtures,goodwill,gross_finitelived_intangible_assets,gross_fixed_assets,gross_intangible_assets,gross_profit,infinitelived_intangible_assets,intangible_assets,intangible_assets_amortization,intangible_assets_payments,interest_expense,inventory,investing_cashflow,investment_income,land_buildings,lease_rental_expense,liabilities,liabilities_equity,liquid_assets,local_deferred_tax,machinery_equipment,maturing_securities_proceeds,national_deferred_tax,net_income_loss,noncurrent_accrued_taxes,noncurrent_assets,noncurrent_debt_securities,noncurrent_deferred_revenue,noncurrent_liabilities,noncurrent_longterm_debt,noncurrent_securities,noncurrent_tax_liabilities,nonoperating_income_expense,nontrade_receivables,operating_cashflow,operating_expenses,operating_income_loss,other_comprehensive_income_loss,other_current_accrued_liabilities,other_current_assets,other_current_debt,other_current_debt_proceeds,other_current_debt_repayments,other_current_liabilities,other_financing_cashflow,other_investing_cashflow,other_noncurrent_accrued_liabilities,other_noncurrent_assets,other_noncurrent_liabilities,other_nonoperating_income_expense,other_operating_cashflow,parts_components,pretax_income_loss,product_revenue,product_revenue_cost,quarterly_debt_cashflow,research_development_expense,restricted_cash,restricted_cash_cash_equivalents,retained_earnings_accumulated_deficit,revenue,revenue_cost,securities_adjustment,securities_payments,securities_sales_reclassification,securities_sales_reclassification_tax,securities_unrealized_gain_loss,selling_general_administrative_expense,service_revenue,service_revenue_cost,sharebased_compensation,stock_payments,stock_proceeds,tax_expense_benefit,work_in_progress_raw_materials,debt_cashflow,current_debt,fixed_assets_cashflow,other_current_debt_cashflow,securities_cashflow,stock_cashflow,current_receivables,noncurrent_accrued_liabilities,nonoperating_income,acquisition_divestitures_cashflow,intangible_assets_cashflow,non_operating_expenses,financing_cash_inflow,working_capital,investing_cash_outflow,tax_ratio,interest_burden,net_profit_margin,tax_burden,return_on_equity
2017-09-30,FY,12,49049000000.0,5309000000.0,41293000000.0,-150000000.0,,,329000000.0,,5634000000.0,17932000000.0,12298000000.0,375319000000.0,5217242000.0,5251692000.0,58000000.0,,20289000000.0,,,,9618000000.0,-626000000.0,2093000000.0,2723000000.0,5318000000.0,-154000000.0,11977000000.0,,35867000000.0,12563000000.0,47567000000.0,25744000000.0,,,128645000000.0,3852000000.0,,7548000000.0,,100814000000.0,6496000000.0,,53892000000.0,,17874000000.0,28662000000.0,3500000000.0,,,5966000000.0,,10157000000.0,,,,12769000000.0,9.27,9.21,134047000000.0,-17347000000.0,,2198000000.0,33783000000.0,12451000000.0,224000000.0,77000000.0,-16000000.0,,5717000000.0,7507000000.0,75076000000.0,7607000000.0,88186000000.0,100000000.0,2298000000.0,1200000000.0,344000000.0,2323000000.0,4855000000.0,-46446000000.0,5201000000.0,,,241272000000.0,375319000000.0,74181000000.0,2000000.0,,31775000000.0,5980000000.0,48351000000.0,,33783000000.0,,2836000000.0,,97207000000.0,194714000000.0,31504000000.0,2745000000.0,17799000000.0,63598000000.0,26842000000.0,61344000000.0,-784000000.0,,13936000000.0,,,,,,-220000000.0,8911000000.0,10162000000.0,40415000000.0,-133000000.0,166000000.0,,64089000000.0,,,-1782000000.0,11581000000.0,,,98330000000.0,229234000000.0,141048000000.0,-846000000.0,159486000000.0,64000000.0,35000000.0,-782000000.0,15261000000.0,,,4840000000.0,32900000000.0,555000000.0,15738000000.0,,25162000000.0,,12451000000.0,,,33455000000.0,17799000000.0,,5201000000.0,-329000000.0,-344000000.0,2323000000.0,,-52139000000.0,172610000000.0,0.24556476150353415,1.0447476525821595,0.21092420845075338,0.7544352384964659,0.3607018433832909
2017-09-30,Q4,3,49049000000.0,5309000000.0,41293000000.0,-150000000.0,,,81000000.0,,1625000000.0,5299000000.0,3674000000.0,375319000000.0,-22605000.0,-22702000.0,58000000.0,,20289000000.0,,,,14830000000.0,-208000000.0,5474000000.0,1709000000.0,2089000000.0,2322000000.0,11977000000.0,,35867000000.0,3252000000.0,11109000000.0,25744000000.0,,,128645000000.0,-14000000.0,,7548000000.0,,100814000000.0,6496000000.0,,53892000000.0,,17874000000.0,6937000000.0,0.0,,,1202000000.0,,2484000000.0,,,,3270000000.0,2.08,2.07,134047000000.0,-3996000000.0,,2198000000.0,33783000000.0,3865000000.0,265000000.0,74000000.0,,,5717000000.0,7507000000.0,75076000000.0,7607000000.0,19931000000.0,100000000.0,2298000000.0,,135000000.0,666000000.0,4855000000.0,-9942000000.0,1368000000.0,,,241272000000.0,375319000000.0,74181000000.0,,,12428000000.0,,10714000000.0,,33783000000.0,,2836000000.0,,97207000000.0,194714000000.0,31504000000.0,797000000.0,17799000000.0,15656000000.0,6811000000.0,13120000000.0,395000000.0,,13936000000.0,,,,,,93000000.0,8911000000.0,10162000000.0,40415000000.0,95000000.0,24000000.0,,13917000000.0,,,-1639000000.0,2997000000.0,,,98330000000.0,52579000000.0,32648000000.0,159000000.0,35705000000.0,39000000.0,23000000.0,198000000.0,3814000000.0,,,1174000000.0,7795000000.0,281000000.0,3203000000.0,,6937000000.0,,3865000000.0,,,8076000000.0,17799000000.0,,1368000000.0,-81000000.0,-135000000.0,666000000.0,,-52139000000.0,39786000000.0,0.23015017604368757,1.0607469512195122,0.20376956579623043,0.7698498239563124,0.07992718971703955
2017-12-30,Q1,3,62985000000.0,5491000000.0,43431000000.0,-841000000.0,,,173000000.0,,-1619000000.0,3441000000.0,5060000000.0,406794000000.0,5112877000.0,5157787000.0,59000000.0,,27491000000.0,,,,14588000000.0,791000000.0,5570000000.0,-434000000.0,197000000.0,37549000000.0,11980000000.0,,36447000000.0,3232000000.0,19374000000.0,26281000000.0,,,143810000000.0,2000000.0,,8044000000.0,,115788000000.0,6498000000.0,,49662000000.0,,23440000000.0,6969000000.0,,,,-33737000000.0,,2745000000.0,,,,3339000000.0,3.92,3.89,140199000000.0,-7501000000.0,,2049000000.0,33679000000.0,2810000000.0,40000000.0,1000000.0,,,5889000000.0,7540000000.0,77110000000.0,7640000000.0,33912000000.0,100000000.0,2149000000.0,,154000000.0,734000000.0,4421000000.0,-13590000000.0,1452000000.0,,,266595000000.0,406794000000.0,77153000000.0,,,14048000000.0,,20065000000.0,34913000000.0,262984000000.0,,3131000000.0,,103922000000.0,207944000000.0,548000000.0,756000000.0,27459000000.0,28293000000.0,7638000000.0,26274000000.0,-691000000.0,,11337000000.0,,,,,,-64000000.0,8293000000.0,13323000000.0,43754000000.0,38000000.0,11000000.0,,27030000000.0,,,1621000000.0,3407000000.0,,,104593000000.0,88293000000.0,54381000000.0,-921000000.0,41272000000.0,75000000.0,41000000.0,-846000000.0,4231000000.0,,,1296000000.0,10095000000.0,,6965000000.0,,,,2810000000.0,,,,27459000000.0,43206000000.0,1452000000.0,-173000000.0,-154000000.0,734000000.0,,-57386000000.0,44409000000.0,0.25767665556788755,1.0287736926238866,0.22725470875380835,0.7423233444321125,0.1431179965620297
2018-03-31,Q2,3,34311000000.0,,45425000000.0,-3064000000.0,,,132000000.0,,-2450000000.0,2109000000.0,4559000000.0,367502000000.0,5024877000.0,5068493000.0,60000000.0,,45059000000.0,,,,-27808000000.0,-313000000.0,-9093000000.0,3241000000.0,856000000.0,1609000000.0,11980000000.0,,38044000000.0,,11877000000.0,26756000000.0,,,130053000000.0,-1000000.0,,7775000000.0,,89320000000.0,8498000000.0,,42881000000.0,,14324000000.0,0.0,,,,-498000000.0,,2739000000.0,,,,3190000000.0,2.75,2.73,126878000000.0,-26272000000.0,2476000000.0,,35077000000.0,4195000000.0,263000000.0,-8000000.0,,,,,80502000000.0,,23422000000.0,,,,,792000000.0,7662000000.0,28710000000.0,1505000000.0,,,240624000000.0,367502000000.0,87940000000.0,,,17836000000.0,,13822000000.0,34913000000.0,,,3087000000.0,,101362000000.0,179286000000.0,548000000.0,274000000.0,8084000000.0,15130000000.0,7528000000.0,15894000000.0,-1945000000.0,,12043000000.0,,,,,,11000000.0,11394000000.0,23086000000.0,46855000000.0,-439000000.0,140000000.0,5186000000.0,16168000000.0,,,2449000000.0,3378000000.0,,,91898000000.0,61137000000.0,37715000000.0,-1974000000.0,7177000000.0,-29000000.0,-7000000.0,-2003000000.0,4150000000.0,,,1348000000.0,22756000000.0,,2346000000.0,,,,4195000000.0,,,,8084000000.0,46307000000.0,1505000000.0,-132000000.0,,792000000.0,,-45321000000.0,,0.14510143493320138,1.0172392097646912,0.22608240509020724,0.8548985650667986,0.10893929601664591
2018-06-30,Q3,3,38489000000.0,,47251000000.0,-3111000000.0,,,126000000.0,,1440000000.0,4232000000.0,2792000000.0,349197000000.0,4882167000.0,4926609000.0,,,31971000000.0,,,,2081000000.0,-581000000.0,-233000000.0,-1693000000.0,-988000000.0,-2149000000.0,11974000000.0,,38624000000.0,,11472000000.0,25184000000.0,,,115761000000.0,-11000000.0,,7403000000.0,,88548000000.0,5498000000.0,,38999000000.0,,14104000000.0,0.0,6000000000.0,,,1126000000.0,,2665000000.0,,,,3653000000.0,2.36,2.34,114949000000.0,-31523000000.0,1649000000.0,,38117000000.0,3267000000.0,-590000000.0,3000000.0,,,,,85368000000.0,,20421000000.0,,,,,846000000.0,5936000000.0,3947000000.0,1418000000.0,,,234248000000.0,349197000000.0,70970000000.0,,,14406000000.0,,11519000000.0,34029000000.0,,,2878000000.0,,97128000000.0,172773000000.0,398000000.0,672000000.0,12263000000.0,14488000000.0,7809000000.0,12612000000.0,-47000000.0,,12488000000.0,,,,,,576000000.0,11267000000.0,22546000000.0,45694000000.0,100000000.0,259000000.0,4287000000.0,13284000000.0,,,-1451000000.0,3701000000.0,,,79436000000.0,53265000000.0,32844000000.0,-544000000.0,7684000000.0,-24000000.0,-7000000.0,-568000000.0,4108000000.0,,,1351000000.0,20783000000.0,1000000.0,1765000000.0,,-6000000000.0,,3267000000.0,,,20784000000.0,12263000000.0,45296000000.0,1418000000.0,-126000000.0,,846000000.0,,-45474000000.0,,0.1328666064438422,1.0532825880114176,0.21625833098657654,0.8671333935561578,0.10020965819624356
2018-09-29,FY,12,55888000000.0,,49099000000.0,-3454000000.0,,,721000000.0,,-1081000000.0,14555000000.0,15636000000.0,365725000000.0,4955377000.0,5000109000.0,,,25913000000.0,,,,9175000000.0,-44000000.0,5322000000.0,-828000000.0,423000000.0,38490000000.0,11964000000.0,,40201000000.0,,56505000000.0,,,,131339000000.0,-37000000.0,,7543000000.0,,116866000000.0,8784000000.0,,40388000000.0,,23186000000.0,6969000000.0,6500000000.0,,,-32590000000.0,,10903000000.0,,,,13712000000.0,12.01,11.91,107147000000.0,-87876000000.0,,,41304000000.0,13313000000.0,-525000000.0,1000000.0,1181000000.0,,,,90403000000.0,,101839000000.0,,,,,3240000000.0,3956000000.0,16066000000.0,5686000000.0,,,258578000000.0,365725000000.0,66301000000.0,48000000.0,,55881000000.0,-33819000000.0,59531000000.0,33589000000.0,41304000000.0,,2797000000.0,141712000000.0,93735000000.0,170799000000.0,426000000.0,2005000000.0,25809000000.0,77434000000.0,30941000000.0,70898000000.0,-3026000000.0,,12087000000.0,,,,32687000000.0,,745000000.0,11165000000.0,22283000000.0,45180000000.0,-441000000.0,444000000.0,,72903000000.0,,,1044000000.0,14236000000.0,,,70400000000.0,265595000000.0,163756000000.0,-3406000000.0,71356000000.0,-1000000.0,21000000.0,-3407000000.0,16705000000.0,236000000.0,,5340000000.0,72738000000.0,669000000.0,13372000000.0,,469000000.0,,13313000000.0,,,73407000000.0,25809000000.0,44754000000.0,5686000000.0,-721000000.0,,3240000000.0,,,,0.18342180705869443,1.0282800643177523,0.22414202074587247,0.8165781929413056,0.5556011834209077
2018-09-29,Q4,3,55888000000.0,,49099000000.0,-3454000000.0,,,290000000.0,,1548000000.0,4773000000.0,3225000000.0,365725000000.0,-51263000.0,-50854000.0,,,25913000000.0,,,,20314000000.0,59000000.0,9078000000.0,-1942000000.0,358000000.0,1481000000.0,11964000000.0,,40201000000.0,,13782000000.0,,,,131339000000.0,-27000000.0,,7543000000.0,,116866000000.0,8784000000.0,,40388000000.0,,23186000000.0,0.0,0.0,,,519000000.0,,2754000000.0,,,,3530000000.0,2.94,2.91,107147000000.0,-22580000000.0,,,41304000000.0,3041000000.0,-238000000.0,5000000.0,,,,,90403000000.0,,24084000000.0,,,,,868000000.0,3956000000.0,-3001000000.0,1311000000.0,,,258578000000.0,365725000000.0,66301000000.0,,,9591000000.0,,14125000000.0,33589000000.0,41304000000.0,,2797000000.0,141712000000.0,93735000000.0,170799000000.0,426000000.0,303000000.0,25809000000.0,19523000000.0,7966000000.0,16118000000.0,-343000000.0,,12087000000.0,,,,32687000000.0,,222000000.0,11165000000.0,22283000000.0,45180000000.0,-140000000.0,34000000.0,,16421000000.0,,,-1575000000.0,3750000000.0,,,70400000000.0,62900000000.0,38816000000.0,33000000.0,15223000000.0,-23000000.0,-6000000.0,10000000.0,4216000000.0,,,1345000000.0,19104000000.0,341000000.0,2296000000.0,,0.0,,3041000000.0,,,19445000000.0,25809000000.0,44754000000.0,1311000000.0,-290000000.0,,868000000.0,,,,0.13982096096461846,1.0187988584191587,0.22456279809220986,0.8601790390353815,0.13182823597487564
2018-12-29,Q1,3,44293000000.0,,51929000000.0,-3588000000.0,,,167000000.0,,-2005000000.0,2166000000.0,4171000000.0,373719000000.0,4735820000.0,4773252000.0,,,44771000000.0,,,,-8501000000.0,-370000000.0,-5130000000.0,1076000000.0,886000000.0,570000000.0,11969000000.0,,40970000000.0,,19742000000.0,,,,140828000000.0,6000000.0,,8400000000.0,,108283000000.0,9772000000.0,,41656000000.0,,18077000000.0,,,7077000000.0,9723000000.0,53000000.0,,3395000000.0,,,,3568000000.0,4.22,4.18,117892000000.0,-13676000000.0,,,39597000000.0,3355000000.0,-78000000.0,,,,,,91526000000.0,,32031000000.0,,,,,890000000.0,4988000000.0,5844000000.0,1307000000.0,,,255827000000.0,373719000000.0,86427000000.0,,,7203000000.0,,19965000000.0,30948000000.0,232891000000.0,,,147544000000.0,92989000000.0,158608000000.0,,560000000.0,18904000000.0,26690000000.0,8685000000.0,23346000000.0,-223000000.0,,12432000000.0,,,,36703000000.0,,56000000.0,23607000000.0,34686000000.0,54555000000.0,143000000.0,54000000.0,,23906000000.0,73435000000.0,48238000000.0,2011000000.0,3902000000.0,,,80510000000.0,84310000000.0,52279000000.0,147000000.0,7077000000.0,-37000000.0,,110000000.0,4783000000.0,10875000000.0,4041000000.0,1559000000.0,8796000000.0,,3941000000.0,,,,3355000000.0,,16926000000.0,,18904000000.0,54555000000.0,1307000000.0,-167000000.0,,890000000.0,,,,0.16485401154521878,1.0239869784973872,0.23680464950776894,0.8351459884547813,0.16934991348013437
2019-03-30,Q2,3,30443000000.0,,54290000000.0,-1499000000.0,,,124000000.0,,4453000000.0,8069000000.0,3616000000.0,341998000000.0,4674071000.0,4700646000.0,,,37988000000.0,39817000000.0,,,-11523000000.0,-170000000.0,-2964000000.0,-70000000.0,-169000000.0,-3843000000.0,11900000000.0,,42801000000.0,,13650000000.0,,,,123346000000.0,-42000000.0,,8200000000.0,,93772000000.0,10505000000.0,,42104000000.0,,15085000000.0,,,6777000000.0,12912000000.0,-177000000.0,,3040000000.0,,,,3443000000.0,2.47,2.46,105860000000.0,-29457000000.0,,,38746000000.0,2363000000.0,174000000.0,,,,,,93036000000.0,,21821000000.0,,,,,1010000000.0,4884000000.0,13348000000.0,1358000000.0,,,236138000000.0,341998000000.0,80092000000.0,,,9677000000.0,,11561000000.0,30986000000.0,218652000000.0,,,142366000000.0,90201000000.0,145319000000.0,,378000000.0,11193000000.0,11155000000.0,8406000000.0,13415000000.0,2089000000.0,,12092000000.0,,,,35368000000.0,,-86000000.0,21179000000.0,34587000000.0,52165000000.0,30000000.0,161000000.0,,13793000000.0,46565000000.0,32047000000.0,-4495000000.0,3948000000.0,,341000000.0,64558000000.0,58015000000.0,36194000000.0,2070000000.0,6777000000.0,-28000000.0,,2042000000.0,4458000000.0,11450000000.0,4147000000.0,1514000000.0,23702000000.0,,2232000000.0,,,,2363000000.0,,22589000000.0,,11193000000.0,52165000000.0,1358000000.0,-124000000.0,,1010000000.0,,,,0.16182121365910243,1.0281774133432724,0.19927604929759546,0.8381787863408976,0.10921027772529757
2019-06-29,Q3,3,29115000000.0,,56348000000.0,-639000000.0,,,320000000.0,,-754000000.0,2742000000.0,3496000000.0,322239000000.0,4570633000.0,4601380000.0,,,50530000000.0,52151000000.0,,12334000000.0,220000000.0,-236000000.0,-919000000.0,-1502000000.0,-1410000000.0,-5480000000.0,10000000000.0,,43371000000.0,,10904000000.0,,,,134973000000.0,-1990000000.0,,8000000000.0,,89704000000.0,13529000000.0,,44084000000.0,,14148000000.0,,3000000000.0,8048000000.0,26881000000.0,86000000.0,,2933000000.0,,,,3629000000.0,2.2,2.18,96456000000.0,-26804000000.0,,,37636000000.0,2000000000.0,-219000000.0,,,,,,93984000000.0,,20227000000.0,,,,,866000000.0,3355000000.0,27502000000.0,1190000000.0,,,225783000000.0,322239000000.0,94614000000.0,,,9903000000.0,,10044000000.0,30521000000.0,187266000000.0,,,136079000000.0,84936000000.0,115996000000.0,,367000000.0,12326000000.0,11636000000.0,8683000000.0,11544000000.0,860000000.0,,10530000000.0,,,,31673000000.0,4000000.0,298000000.0,20622000000.0,33634000000.0,51143000000.0,43000000.0,125000000.0,,11911000000.0,42354000000.0,29473000000.0,-1236000000.0,4257000000.0,,266000000.0,53724000000.0,53809000000.0,33582000000.0,1231000000.0,8048000000.0,22000000.0,,1253000000.0,4426000000.0,11455000000.0,4109000000.0,1496000000.0,16955000000.0,1000000.0,1867000000.0,,,,2000000000.0,,36784000000.0,16956000000.0,12326000000.0,51143000000.0,1190000000.0,-320000000.0,,866000000.0,,,,0.15674586516665268,1.0317914067914067,0.18666022412607555,0.8432541348333473,0.10413038069171436
2019-09-28,FY,12,46236000000.0,,58579000000.0,-584000000.0,,,624000000.0,,-2729000000.0,13874000000.0,16603000000.0,338516000000.0,4617834000.0,4648913000.0,,,48844000000.0,50224000000.0,,24311000000.0,-1923000000.0,-625000000.0,-245000000.0,289000000.0,-873000000.0,-4700000000.0,6000000000.0,,45174000000.0,,58037000000.0,,,,162819000000.0,-5977000000.0,,8100000000.0,,105718000000.0,10260000000.0,,51713000000.0,,22926000000.0,6963000000.0,8805000000.0,39630000000.0,56988000000.0,-340000000.0,11300000000.0,12547000000.0,,,,14119000000.0,11.97,11.89,90488000000.0,-90976000000.0,,,37378000000.0,10495000000.0,-408000000.0,,2666000000.0,,,,95957000000.0,,98392000000.0,,,,,3576000000.0,4106000000.0,45896000000.0,4961000000.0,,,248028000000.0,338516000000.0,100557000000.0,-67000000.0,,40102000000.0,-2939000000.0,55256000000.0,29545000000.0,37378000000.0,,,142310000000.0,91807000000.0,105341000000.0,,1807000000.0,22878000000.0,69391000000.0,34462000000.0,63930000000.0,2781000000.0,,12352000000.0,,,,37720000000.0,-105000000.0,1078000000.0,20958000000.0,32978000000.0,50503000000.0,422000000.0,652000000.0,,65737000000.0,213883000000.0,144996000000.0,-3248000000.0,16217000000.0,,23000000.0,45898000000.0,260174000000.0,161782000000.0,3827000000.0,39630000000.0,-25000000.0,,3802000000.0,18245000000.0,46291000000.0,16786000000.0,6068000000.0,66897000000.0,781000000.0,10481000000.0,,-1842000000.0,,10495000000.0,,97090000000.0,67678000000.0,22878000000.0,50503000000.0,4961000000.0,-624000000.0,,3576000000.0,,,,0.1594383680423506,1.0282652901611138,0.21238094505984456,0.8405616319576494,0.6106445053487756
2019-09-28,Q4,3,46236000000.0,,58579000000.0,-584000000.0,,,13000000.0,,-4423000000.0,897000000.0,5320000000.0,338516000000.0,-42341000.0,-42846000.0,,,48844000000.0,50224000000.0,,-1927000000.0,17881000000.0,151000000.0,8768000000.0,785000000.0,-180000000.0,4053000000.0,6000000000.0,,45174000000.0,,13741000000.0,,,,162819000000.0,-3951000000.0,,8100000000.0,,105718000000.0,10260000000.0,,51713000000.0,,22926000000.0,,3305000000.0,17728000000.0,7472000000.0,-302000000.0,,3179000000.0,,,,3479000000.0,3.05,3.03,90488000000.0,-21039000000.0,,,37378000000.0,2777000000.0,-285000000.0,,,,,,95957000000.0,,24313000000.0,,,,,810000000.0,4106000000.0,-798000000.0,1106000000.0,,,248028000000.0,338516000000.0,100557000000.0,,,13319000000.0,,13686000000.0,29545000000.0,37378000000.0,,,142310000000.0,91807000000.0,105341000000.0,,502000000.0,22878000000.0,19910000000.0,8688000000.0,15625000000.0,55000000.0,,12352000000.0,,,,37720000000.0,-22000000.0,810000000.0,20958000000.0,32978000000.0,50503000000.0,206000000.0,312000000.0,,16127000000.0,51529000000.0,35238000000.0,472000000.0,4110000000.0,,23000000.0,45898000000.0,64040000000.0,39727000000.0,379000000.0,17728000000.0,18000000.0,,397000000.0,4578000000.0,12511000000.0,4489000000.0,1499000000.0,17444000000.0,390000000.0,2441000000.0,,,,2777000000.0,,20791000000.0,17834000000.0,22878000000.0,50503000000.0,1106000000.0,-13000000.0,,810000000.0,,,,0.15136107149500838,1.032128,0.2137101811367895,0.8486389285049917,0.15124657413137654
2019-12-28,Q1,3,45111000000.0,,60959000000.0,-418000000.0,,,958000000.0,,-804000000.0,1317000000.0,2121000000.0,340618000000.0,4415040000.0,4454604000.0,,,39771000000.0,41665000000.0,,-8559000000.0,-1089000000.0,985000000.0,-2015000000.0,28000000.0,7054000000.0,5514000000.0,5000000000.0,,45972000000.0,,22266000000.0,,,,163231000000.0,-979000000.0,,9100000000.0,,102161000000.0,10224000000.0,,67391000000.0,,20970000000.0,2210000000.0,1000000000.0,37416000000.0,7280000000.0,-349000000.0,,2816000000.0,-287000000.0,111000000.0,,3539000000.0,5.04,4.99,89531000000.0,-25407000000.0,,,37031000000.0,2107000000.0,202000000.0,,,,,,97990000000.0,,35217000000.0,,,,,785000000.0,4097000000.0,-13668000000.0,1045000000.0,,,251087000000.0,340618000000.0,107162000000.0,,,19740000000.0,,22236000000.0,28198000000.0,177387000000.0,,,148926000000.0,93078000000.0,99899000000.0,,349000000.0,18976000000.0,30516000000.0,9648000000.0,25569000000.0,30000000.0,,12026000000.0,,,,36263000000.0,-16000000.0,130000000.0,27650000000.0,40457000000.0,55848000000.0,89000000.0,142000000.0,,25918000000.0,79104000000.0,52075000000.0,-175000000.0,4451000000.0,,68000000.0,43977000000.0,91819000000.0,56602000000.0,115000000.0,37416000000.0,10000000.0,,125000000.0,5197000000.0,12715000000.0,4527000000.0,1710000000.0,20706000000.0,2000000.0,3682000000.0,,1210000000.0,,2107000000.0,,27020000000.0,20708000000.0,18976000000.0,55848000000.0,1045000000.0,-958000000.0,,785000000.0,,,,0.14206343082027933,1.0136493409988658,0.2421720994565395,0.8579365691797206,0.24836090292747764
2020-03-28,Q2,3,32421000000.0,,62854000000.0,-2789000000.0,,,176000000.0,,945000000.0,3480000000.0,2535000000.0,320400000000.0,4360101000.0,4404691000.0,,,40174000000.0,43049000000.0,,1384000000.0,-12431000000.0,238000000.0,-5269000000.0,-727000000.0,1812000000.0,1986000000.0,,,48032000000.0,,8878000000.0,,,,143753000000.0,2497000000.0,,9400000000.0,,96094000000.0,10392000000.0,,53877000000.0,,15722000000.0,0.0,4250000000.0,29073000000.0,20482000000.0,-302000000.0,,2786000000.0,491000000.0,-143000000.0,,3375000000.0,2.58,2.55,78425000000.0,-20940000000.0,,,35889000000.0,1853000000.0,-566000000.0,,,,,,98743000000.0,,22370000000.0,,,,,757000000.0,3334000000.0,9013000000.0,1049000000.0,,,241975000000.0,320400000000.0,94051000000.0,,,19998000000.0,,11249000000.0,28188000000.0,176647000000.0,,,145881000000.0,89086000000.0,98793000000.0,,282000000.0,14955000000.0,13311000000.0,9517000000.0,12853000000.0,-2371000000.0,,15691000000.0,10029000000.0,,,37324000000.0,-35000000.0,296000000.0,28607000000.0,41965000000.0,56795000000.0,-10000000.0,117000000.0,,13135000000.0,44965000000.0,31321000000.0,1552000000.0,4565000000.0,,1077000000.0,33182000000.0,58313000000.0,35943000000.0,-2296000000.0,29073000000.0,-29000000.0,,-2325000000.0,4952000000.0,13348000000.0,4622000000.0,1697000000.0,18574000000.0,428000000.0,1886000000.0,,-4250000000.0,,1853000000.0,,40480000000.0,19002000000.0,14955000000.0,56795000000.0,1049000000.0,-176000000.0,,757000000.0,,,,0.14358583936048724,1.0219404030187504,0.1929072419529093,0.8564141606395127,0.1434364042078419
2020-06-27,Q3,3,35325000000.0,,65230000000.0,-550000000.0,,,339000000.0,,-511000000.0,576000000.0,1087000000.0,317344000000.0,4312573000.0,4354788000.0,,,33383000000.0,35039000000.0,,-8010000000.0,2733000000.0,426000000.0,2135000000.0,689000000.0,-2106000000.0,-3633000000.0,,,48696000000.0,,13492000000.0,,,,140065000000.0,-1487000000.0,,9800000000.0,,95318000000.0,7509000000.0,,59642000000.0,,17882000000.0,8425000000.0,7379000000.0,30117000000.0,11998000000.0,833000000.0,,2752000000.0,-1042000000.0,78000000.0,,3656000000.0,2.61,2.58,72282000000.0,-19116000000.0,,,35687000000.0,1565000000.0,194000000.0,,,,,,100917000000.0,,22680000000.0,,,,,697000000.0,3978000000.0,-5165000000.0,901000000.0,,,245062000000.0,317344000000.0,93025000000.0,,,15127000000.0,,11253000000.0,28188000000.0,177279000000.0,,,149744000000.0,94048000000.0,100592000000.0,,46000000.0,14193000000.0,16271000000.0,9589000000.0,13091000000.0,2239000000.0,,10987000000.0,11166000000.0,2609000000.0,,35005000000.0,-69000000.0,263000000.0,27508000000.0,41000000000.0,55696000000.0,-158000000.0,-165000000.0,,13137000000.0,46529000000.0,32693000000.0,-976000000.0,4758000000.0,,29000000.0,24136000000.0,59685000000.0,37005000000.0,3087000000.0,30117000000.0,11000000.0,,3098000000.0,4831000000.0,13156000000.0,4312000000.0,1698000000.0,15891000000.0,0.0,1884000000.0,,1046000000.0,,1565000000.0,,27125000000.0,15891000000.0,14193000000.0,55696000000.0,901000000.0,-339000000.0,,697000000.0,11610000000.0,,,0.14341173783968944,1.0035138644870523,0.18853983412917819,0.8565882621603106,0.15568191250933844
